"cmpd1","cmpd2","chem_sim","jaccard_sim","n_pairs","n_pairs_prior","pearson_corr","n_common","sim_score","freq_score"
10096,10489,0.126865671641791,0.3,1,1,0.31,5,0.15,0.68551
10096,10489,0.126865671641791,0.3,1,1,0.7,3,0.35,0.50809
10151,10489,0.118518518518519,0.333,2,2,-0.45,7,-0.36,0.47643
10056,10489,0.114503816793893,0.3,2,2,0.15,14,0.08,0.77773
10056,10489,0.114503816793893,0.3,2,2,-1,3,-0.5,0.14536
10024,10489,0.111111111111111,1,2,2,0.06,7,0.03,0.91678
10037,10489,0.100671140939597,0.667,2,2,-0.52,6,-0.36,0.43441
10507,10489,0.03,0.3,1,2,0.07,88,0.05,0.95608
10507,10489,0.03,0.3,1,2,0.19,6,0.1,0.77134
10010,10489,0.1,0.3,2,2,0.45,7,0.35,0.47952
10232,10489,0.0916030534351145,0.3,1,1,0,3,0,1.00001
10232,10489,0.0916030534351145,0.3,1,1,0.28,9,0.14,0.63311
10011,10489,0.158333333333333,0.3,2,2,0.41,50,0.38,0.39097
10011,10489,0.158333333333333,0.3,2,2,0.48,60,0.44,0.25301
10011,10489,0.158333333333333,0.3,2,2,0.39,58,0.36,0.41994
10011,10489,0.158333333333333,0.3,2,2,0,3,0,1.00001
10114,10489,0.108527131782946,0.333,2,2,0.05,37,0.03,0.94387
10114,10489,0.108527131782946,0.333,2,2,0.42,9,0.22,0.46923
10013,10489,0.113475177304965,0.3,2,2,-0.45,6,-0.37,0.5022
10048,10489,0.104838709677419,0.3,2,2,0,3,0,1.00001
10048,10489,0.104838709677419,0.3,2,2,-0.01,45,-0.01,0.98781
10238,10489,0.0927835051546392,0.3,1,1,-0.37,65,-0.22,0.47374
10238,10489,0.0927835051546392,0.3,1,1,0,60,0,1.00001
10238,10489,0.0927835051546392,0.3,1,1,0.03,71,0.02,0.97909
10229,10489,0.122137404580153,0.3,1,1,0.36,5,0.27,0.62934
10061,10489,0.117647058823529,0.3,1,1,0.93,7,0.47,0.04544
10099,10489,0.131386861313869,0.333,2,2,0.13,6,0.07,0.83427
10459,10489,0.0560747663551402,0.3,1,1,0.31,5,0.18,0.68074
10459,10489,0.0560747663551402,0.3,1,1,-0.63,9,-0.4,0.24165
10459,10489,0.0560747663551402,0.3,1,1,-0.04,11,-0.03,0.92793
10441,10489,0.0900900900900901,1,2,3,-0.63,4,-0.33,0.42316
10441,10489,0.0900900900900901,1,2,3,-0.19,13,-0.11,0.72983
10237,10489,0.149532710280374,0.3,1,1,-0.76,16,-0.55,0.05273
10237,10489,0.149532710280374,0.3,1,1,0,3,0,1.00001
10237,10489,0.149532710280374,0.3,1,1,-1,3,-0.54,0.11542
10237,10489,0.149532710280374,0.3,1,1,0,3,0,1.00001
10175,10489,0.136,0.462,2,2,0.59,7,0.3,0.33066
10451,10489,0.130434782608696,0.3,1,2,0.4,6,0.28,0.55125
10451,10489,0.130434782608696,0.3,1,2,-0.5,6,-0.31,0.45048
10451,10489,0.130434782608696,0.3,1,2,-1,3,-0.61,0.11542
10451,10489,0.130434782608696,0.3,1,2,0.92,3,0.52,0.31609
10138,10489,0.096,0.3,2,2,-0.02,5,-0.01,0.97407
10026,10489,0.079136690647482,0.3,1,1,-0.11,8,-0.05,0.84249
10026,10489,0.079136690647482,0.3,1,1,-0.98,10,-0.5,0.0057
10157,10489,0.114093959731544,0.333,2,2,-0.25,7,-0.23,0.68126
10045,10489,0.0666666666666667,0.3,1,1,-0.82,3,-0.41,0.43133
10403,10489,0.114035087719298,0.3,1,1,-1,3,-0.56,0.11542
10403,10489,0.114035087719298,0.3,1,1,-0.8,5,-0.49,0.20455
10120,10489,0.122302158273381,0.3,2,2,-0.07,9,-0.04,0.89662
10120,10489,0.122302158273381,0.3,2,2,0.03,44,0.02,0.97227
10443,10489,0.112,1,2,2,0.24,8,0.12,0.67873
10443,10489,0.112,1,2,2,0.33,42,0.18,0.54001
10291,10489,0.0990990990990991,0.3,1,2,0.07,59,0.07,0.94484
10291,10489,0.0990990990990991,0.3,1,2,-0.17,6,-0.09,0.79309
10291,10489,0.0990990990990991,0.3,1,2,0.11,59,0.11,0.90508
10291,10489,0.0990990990990991,0.3,1,2,1,4,0.5,0.0365
10177,10489,0.10077519379845,0.3,2,2,-0.18,6,-0.12,0.78444
10168,10489,0.0806451612903226,0.3,2,2,-0.6,4,-0.39,0.45095
10140,10489,0.109375,0.3,1,1,0.21,8,0.17,0.71736
10094,10489,0.119402985074627,0.3,1,1,-0.2,7,-0.16,0.74518
10132,10489,0.131147540983607,0.3,2,2,0.77,8,0.64,0.12966
10020,10489,0.143939393939394,0.333,2,2,-0.08,54,-0.05,0.925
10020,10489,0.143939393939394,0.333,2,2,-0.26,9,-0.13,0.65378
10040,10489,0.0882352941176471,0.333,2,2,0.62,6,0.45,0.32309
10181,10489,0.0991735537190083,0.3,2,2,-0.99,3,-0.59,0.1872
10097,10489,0.0806451612903226,0.3,2,2,-0.13,31,-0.07,0.84747
10097,10489,0.0806451612903226,0.3,2,2,0.24,9,0.12,0.67699
10079,10489,0.120567375886525,0.3,1,1,-0.05,7,-0.03,0.92245
10051,10489,0.0958904109589041,0.3,2,2,0.1,30,0.06,0.87526
10051,10489,0.0958904109589041,0.3,2,2,-0.46,6,-0.23,0.48718
10098,10489,0.0970149253731343,0.3,2,3,0.09,41,0.05,0.90955
10098,10489,0.0970149253731343,0.3,2,3,-0.36,8,-0.18,0.55655
10259,10489,0.13265306122449,0.2,1,1,-0.82,4,-0.65,0.26278
10080,10489,0.0833333333333333,0.3,1,1,0.27,8,0.24,0.64735
10230,10489,0.099236641221374,0.667,2,2,-0.16,7,-0.14,0.78931
10230,10489,0.099236641221374,0.667,2,2,0.07,39,0.03,0.93215
10230,10489,0.099236641221374,0.667,2,2,0,3,0,1.00001
10035,10489,0.106060606060606,0.3,1,1,1,3,0.5,0.14536
10035,10489,0.106060606060606,0.3,1,1,1,3,0.5,0.14536
10073,10489,0.158333333333333,0.3,1,1,0.56,9,0.46,0.31531
10318,10489,0.06,0.3,1,1,1,4,0.53,0.0365
10318,10489,0.06,0.3,1,1,-0.16,14,-0.1,0.76427
10318,10489,0.06,0.3,1,1,-0.29,54,-0.18,0.6202
10318,10489,0.06,0.3,1,1,-0.11,48,-0.07,0.88984
10318,10489,0.06,0.3,1,1,-0.01,69,0,0.99584
10008,10489,0.108527131782946,0.333,2,2,0.31,9,0.16,0.59966
10008,10489,0.108527131782946,0.333,2,2,-0.22,59,-0.12,0.76261
10452,10489,0.0707964601769911,0.3,1,1,0.49,5,0.32,0.50626
10167,10489,0.0956521739130435,1,2,2,-0.18,10,-0.11,0.74103
10167,10489,0.0956521739130435,1,2,2,-0.05,6,-0.03,0.93784
10027,10489,0.105263157894737,0.385,2,2,-0.3,6,-0.25,0.64876
10130,10489,0.122302158273381,0.333,2,2,-1,7,-0.85,0.00591
10444,10489,0.114503816793893,0.333,2,2,-0.43,7,-0.37,0.49186
10159,10489,0.0684931506849315,0.3,2,2,-0.36,7,-0.31,0.5692
10206,10489,0.0740740740740741,0.667,2,2,0.11,7,0.09,0.84754
10141,10489,0.125,0.667,2,2,0.96,4,0.64,0.12812
10160,10489,0.109243697478992,0.3,1,1,-0.76,13,-0.39,0.07203
10160,10489,0.109243697478992,0.3,1,1,-0.48,6,-0.24,0.47147
10198,10489,0.099236641221374,0.667,2,2,-0.93,4,-0.5,0.15991
10198,10489,0.099236641221374,0.667,2,2,-0.86,10,-0.51,0.04197
10198,10489,0.099236641221374,0.667,2,2,0.05,34,0.04,0.94057
10133,10489,0.118055555555556,0.3,2,2,0.06,7,0.05,0.91813
10021,10489,0.15748031496063,0.667,2,2,0.12,6,0.06,0.84981
10049,10489,0.102362204724409,1,2,2,0.8,6,0.41,0.15147
10407,10489,0.120967741935484,0.3,1,2,0.27,12,0.18,0.63886
10407,10489,0.120967741935484,0.3,1,2,0.19,5,0.11,0.80357
10059,10489,0.16260162601626,0.3,1,1,0.16,6,0.12,0.80156
10041,10489,0.164179104477612,0.3,2,2,-0.4,7,-0.34,0.52662
10125,10489,0.165467625899281,1,2,2,-0.09,5,-0.07,0.90572
10014,10489,0.082089552238806,0.3,1,1,0.99,4,0.5,0.07334
10220,10489,0.125,0.3,2,2,0.55,6,0.28,0.39482
10006,10489,0.118110236220472,0.667,1,1,-0.25,7,-0.13,0.68796
10025,10489,0.0615384615384615,0.3,2,2,0.32,11,0.16,0.58238
10025,10489,0.0615384615384615,0.3,2,2,0.06,4,0.03,0.94232
10128,10489,0.147058823529412,0.3,2,2,0.2,7,0.16,0.74282
10336,10489,0.11304347826087,0.3,1,1,-0.09,12,-0.07,0.85372
10336,10489,0.11304347826087,0.3,1,1,-0.39,32,-0.31,0.45005
10336,10489,0.11304347826087,0.3,1,1,-0.52,3,-0.3,0.64126
10336,10489,0.11304347826087,0.3,1,1,0.59,3,0.31,0.58565
10101,10489,0.0967741935483871,0.3,1,1,-0.08,7,-0.04,0.88148
10101,10489,0.0967741935483871,0.3,1,1,0.08,3,0.06,0.92594
10103,10489,0.104477611940299,0.312,3,4,-0.26,3,-0.15,0.8552
10103,10489,0.104477611940299,0.312,3,4,0.85,9,0.53,0.05795
10103,10489,0.104477611940299,0.312,3,4,0.9,4,0.9,0.18409
10103,10489,0.104477611940299,0.312,3,4,0.76,4,0.42,0.32216
10103,10489,0.104477611940299,0.312,3,4,-0.06,52,-0.06,0.94443
10103,10489,0.104477611940299,0.312,3,4,-0.52,4,-0.52,0.54176
10103,10489,0.104477611940299,0.312,3,4,0.94,3,0.56,0.2899
10103,10489,0.104477611940299,0.312,3,4,0,65,0,0.99923
10047,10489,0.119402985074627,0.3,2,2,0,3,0,1.00001
10047,10489,0.119402985074627,0.3,2,2,0.33,10,0.17,0.5721
10169,10489,0.101449275362319,0.333,2,2,-0.21,6,-0.11,0.74613
10169,10489,0.101449275362319,0.333,2,2,0.11,29,0.06,0.86862
10085,10489,0.106382978723404,0.3,1,1,0.19,6,0.13,0.77458
10001,10489,0.111111111111111,0.3,2,2,-0.01,60,-0.01,0.99222
10001,10489,0.111111111111111,0.3,2,2,0.05,67,0.05,0.95941
10001,10489,0.111111111111111,0.3,2,2,0.04,52,0.02,0.96257
10001,10489,0.111111111111111,0.3,2,2,-0.66,5,-0.33,0.33024
10001,10489,0.111111111111111,0.3,2,2,-0.09,56,-0.05,0.92185
10069,10489,0.140625,0.3,2,2,0.01,16,0.01,0.98068
10069,10489,0.140625,0.3,2,2,0.41,7,0.25,0.51448
10004,10489,0.153846153846154,0.3,2,2,0.94,8,0.78,0.02982
10023,10489,0.117647058823529,0.333,2,2,-0.92,10,-0.47,0.01962
10023,10489,0.117647058823529,0.333,2,2,0.16,42,0.09,0.81768
10182,10489,0.111111111111111,1,2,2,0.18,6,0.14,0.77915
10042,10489,0.1015625,0.3,2,2,-0.98,5,-0.5,0.04848
10126,10489,0.134453781512605,0.3,2,2,0.64,7,0.48,0.27619
10168,10503,0.131578947368421,0.5,1,3,0.09,9,0.08,0.85758
10129,10503,0.113636363636364,0.2,1,1,0.84,16,0.74,0.0198
10042,10503,0.0689655172413793,0.2,1,3,0.41,11,0.21,0.46678
10132,10503,0.0975609756097561,0.2,1,3,-0.47,9,-0.41,0.41628
10147,10503,0.12,0.2,1,1,-0.29,10,-0.27,0.61747
10041,10503,0.08,0.2,1,3,0.97,8,0.87,0.01825
10037,10503,0.115384615384615,0.2,1,3,0.27,7,0.2,0.66537
10056,10503,0.101123595505618,0.2,1,3,-0.09,22,-0.05,0.88205
10141,10503,0.166666666666667,0.2,1,3,-0.17,6,-0.13,0.79195
10114,10503,0.20253164556962,0.2,1,3,0.13,44,0.07,0.86456
10232,10503,0.172839506172839,0.667,1,2,-0.2,12,-0.1,0.71444
10439,10503,0.117647058823529,0.5,1,1,0.52,9,0.39,0.36702
10439,10503,0.117647058823529,0.5,1,1,0.52,9,0.39,0.36702
10198,10503,0.0909090909090909,0.2,1,3,0.29,34,0.23,0.62051
10220,10503,0.0824742268041237,0.2,3,3,-0.67,7,-0.34,0.24395
10134,10503,0.115702479338843,0.2,1,1,0.57,4,0.41,0.49152
10101,10503,0.0602409638554217,0.2,1,1,-0.73,3,-0.49,0.4894
10101,10503,0.0602409638554217,0.2,1,1,-0.73,3,-0.49,0.4894
10101,10503,0.0602409638554217,0.2,1,1,-0.34,9,-0.17,0.56038
10101,10503,0.0602409638554217,0.2,1,1,-0.34,9,-0.17,0.56038
10171,10503,0.139240506329114,0.2,1,2,-0.71,3,-0.57,0.50664
10188,10503,0.07,0.2,1,1,-0.04,9,-0.02,0.9422
10059,10503,0.130952380952381,0.2,1,2,-0.45,6,-0.34,0.49916
10047,10503,0.108695652173913,0.2,1,3,0.04,13,0.02,0.92662
10133,10503,0.0865384615384615,0.667,1,3,0.19,9,0.17,0.73325
10140,10503,0.132530120481928,0.2,1,2,-0.75,9,-0.66,0.1227
10298,10503,0.0923076923076923,0.2,1,1,-0.09,7,-0.06,0.86992
10298,10503,0.0923076923076923,0.2,1,1,-0.33,4,-0.17,0.72912
10103,10503,0.0752688172043011,0.133,3,3,0.04,49,0.03,0.96857
10103,10503,0.0752688172043011,0.133,3,3,0.58,6,0.33,0.37264
10225,10503,0.126436781609195,0.333,1,1,-0.93,8,-0.88,0.03179
10169,10503,0.238095238095238,0.5,1,3,-0.27,40,-0.15,0.64697
10048,10503,0.0595238095238095,0.2,1,3,0.23,50,0.12,0.73923
10011,10503,0.109756097560976,0.2,1,3,0,51,0,0.99918
10011,10503,0.109756097560976,0.2,1,3,-0.31,56,-0.28,0.5926
10049,10503,0.135802469135802,0.2,1,3,-0.37,11,-0.19,0.51877
10152,10503,0.115789473684211,0.667,1,1,0,9,0,0.99642
10177,10503,0.132530120481928,0.2,1,3,0.24,12,0.2,0.66572
10096,10503,0.0842105263157895,0.667,1,2,0.94,3,0.47,0.29622
10513,10503,0.0833333333333333,0.2,1,2,0.44,4,0.25,0.62557
10513,10503,0.0833333333333333,0.2,1,2,0.35,17,0.25,0.51995
10013,10503,0.159574468085106,0.2,1,3,0.7,7,0.63,0.21112
10135,10503,0.119047619047619,0.3,2,2,-0.52,8,-0.45,0.3812
10182,10503,0.179487179487179,0.2,1,3,-0.69,9,-0.6,0.18131
10079,10503,0.182795698924731,0.2,1,2,-0.15,8,-0.07,0.79378
10098,10503,0.1,0.348,3,3,0.28,52,0.15,0.65316
10080,10503,0.1875,0.2,1,2,0.11,9,0.1,0.83423
10146,10503,0.164705882352941,0.2,1,1,0.16,8,0.15,0.77189
10202,10503,0.1125,0.667,1,1,-0.19,6,-0.14,0.77699
10099,10503,0.175824175824176,0.367,13,15,-0.47,7,-0.24,0.45429
10072,10503,0.135416666666667,0.348,3,3,-0.13,10,-0.07,0.80534
10175,10503,0.132530120481928,0.275,4,4,-0.51,5,-0.26,0.48549
10336,10503,0.0810810810810811,0.667,1,1,-0.31,29,-0.23,0.58314
10336,10503,0.0810810810810811,0.667,1,1,0.83,4,0.48,0.25976
10035,10503,0.0888888888888889,0.2,1,2,0.32,7,0.16,0.60936
10271,10503,0.132352941176471,0.3,2,2,0.26,64,0.19,0.70034
10271,10503,0.132352941176471,0.3,2,2,0.26,64,0.19,0.70034
10318,10503,0.0943396226415094,0.353,21,21,0.49,8,0.27,0.41294
10318,10503,0.0943396226415094,0.353,21,21,-0.03,110,-0.02,0.98628
10223,10503,0.0833333333333333,1,1,2,0.15,66,0.11,0.86112
10167,10503,0.130434782608696,0.318,3,5,-0.32,13,-0.21,0.57055
10422,10503,0.115789473684211,0.667,1,2,0.28,9,0.28,0.62989
10518,10503,0.10958904109589,0.182,6,6,0.26,29,0.22,0.65527
10130,10503,0.102040816326531,0.2,1,3,0.48,7,0.41,0.44301
10405,10503,0.241379310344828,0.348,3,3,-0.28,9,-0.18,0.63311
10206,10503,0.154761904761905,0.2,1,3,-0.66,8,-0.57,0.23271
10085,10503,0.0909090909090909,0.2,1,2,-0.66,8,-0.49,0.2274
10151,10503,0.0842105263157895,0.267,3,3,0.96,8,0.8,0.02208
10020,10503,0.0842105263157895,0.5,1,3,-0.1,67,-0.06,0.91895
10226,10503,0.0930232558139535,0.2,1,3,0.12,3,0.09,0.91118
10226,10503,0.0930232558139535,0.2,1,3,0.97,3,0.61,0.25055
10226,10503,0.0930232558139535,0.2,1,3,0.97,3,0.61,0.25055
10226,10503,0.0930232558139535,0.2,1,3,0.12,3,0.09,0.91118
10180,10503,0.0898876404494382,0.3,2,2,-0.06,12,-0.03,0.89603
10143,10503,0.119565217391304,0.667,1,1,-0.07,13,-0.05,0.88782
10181,10503,0.118421052631579,0.2,1,3,0.67,7,0.49,0.24308
10097,10503,0.075,0.2,1,3,-0.51,46,-0.28,0.21543
10126,10503,0.0875,0.2,1,3,-0.16,9,-0.13,0.77325
10051,10503,0.12,0.2,1,3,0.05,49,0.03,0.95326
10045,10503,0.156626506024096,0.2,1,2,-0.08,14,-0.04,0.87108
10014,10503,0.182926829268293,0.267,3,3,-0.75,10,-0.39,0.10825
10008,10503,0.130952380952381,0.6,2,4,-0.06,82,-0.04,0.95735
10391,10503,0.105263157894737,0.261,3,3,-0.09,10,-0.07,0.85856
10410,10503,0.087719298245614,0.295,11,13,-0.24,69,-0.18,0.73011
10071,10503,0.10989010989011,0.667,1,2,0.34,9,0.17,0.56352
10230,10503,0.0786516853932584,0.133,3,3,-0.33,8,-0.3,0.58727
10230,10503,0.0786516853932584,0.133,3,3,0.16,36,0.09,0.8086
10165,10503,0.0795454545454545,0.667,1,1,0.67,5,0.44,0.32418
10165,10503,0.0795454545454545,0.667,1,1,0.67,5,0.44,0.32418
10128,10503,0.11340206185567,0.2,1,3,-0.15,8,-0.12,0.78844
10138,10503,0.0853658536585366,0.667,1,3,-0.14,9,-0.11,0.80009
10026,10503,0.108695652173913,0.2,1,2,-0.03,23,-0.02,0.95827
10026,10503,0.108695652173913,0.2,1,2,-0.03,23,-0.02,0.95827
10157,10503,0.0825688073394495,1,1,3,0.5,7,0.44,0.42636
10073,10503,0.0705882352941176,0.2,1,3,-0.4,10,-0.34,0.49227
10176,10503,0.0882352941176471,0.348,3,3,0.39,7,0.27,0.53397
10176,10503,0.0882352941176471,0.348,3,3,-0.05,5,-0.04,0.93988
10176,10503,0.0882352941176471,0.348,3,3,1,4,0.65,0.03147
10443,10503,0.0833333333333333,0.348,3,3,-0.13,51,-0.07,0.87753
10443,10503,0.0833333333333333,0.348,3,3,-0.13,51,-0.07,0.87753
10159,10503,0.08,0.2,1,3,0.07,8,0.06,0.89798
10021,10503,0.112359550561798,0.2,1,3,0.14,12,0.07,0.78827
10024,10503,0.12,0.348,3,3,0.02,9,0.01,0.97422
10040,10503,0.0752688172043011,0.174,3,3,0.27,8,0.21,0.65502
10441,10503,0.106060606060606,0.5,1,3,0.05,17,0.03,0.925
10355,10503,0.13953488372093,0.2,1,2,0,4,0,1.00001
10069,10503,0.113636363636364,0.2,1,3,-0.36,31,-0.34,0.48792
10010,10503,0.0707070707070707,0.2,1,3,-0.02,9,-0.02,0.96087
10010,10503,0.0707070707070707,0.2,1,3,-0.02,9,-0.02,0.96087
10219,10503,0.0645161290322581,0.2,1,1,0.97,6,0.55,0.04184
10004,10503,0.0609756097560976,0.2,1,3,-0.48,9,-0.42,0.41151
10229,10503,0.112359550561798,0.2,1,2,-0.34,6,-0.27,0.60717
10120,10503,0.08,0.2,1,3,-0.03,56,-0.03,0.97532
10440,10503,0.0789473684210526,0.5,1,1,0.27,8,0.14,0.64957
10385,10503,0.0853658536585366,0.667,1,1,-0.14,9,-0.11,0.80009
10006,10503,0.105882352941176,0.2,1,1,0.27,8,0.14,0.64847
10444,10503,0.113636363636364,0.348,3,3,0.51,8,0.46,0.39366
10025,10503,0.0843373493975904,0.2,1,2,-0.14,14,-0.07,0.79855
10050,10503,0.134831460674157,1,1,2,0.26,12,0.13,0.64617
10123,10503,0.111111111111111,0.2,1,3,0.49,4,0.32,0.58031
10061,10503,0.0759493670886076,0.2,1,2,0.18,10,0.09,0.74671
10027,10503,0.125,0.2,1,3,0.25,7,0.22,0.68126
10027,10503,0.125,0.2,1,3,0.25,7,0.22,0.68126
10023,10503,0.118279569892473,0.292,13,15,-0.02,55,-0.01,0.98819
10094,10503,0.108695652173913,0.2,1,2,0.53,8,0.46,0.36891
10001,10503,0.0823529411764706,0.2,1,3,-0.16,69,-0.16,0.84854
10001,10503,0.0823529411764706,0.2,1,3,-1,4,-0.57,0.03147
10001,10503,0.0823529411764706,0.2,1,3,0.3,56,0.17,0.61403
10087,10503,0.0792079207920792,0.2,1,2,0.95,9,0.78,0.01711
10177,10504,0.156626506024096,0.1,1,1,-0.79,4,-0.48,0.2992
10169,10504,0.0927835051546392,0.1,1,1,-0.55,3,-0.28,0.61971
10208,10504,0.133333333333333,0.1,1,1,-0.44,4,-0.39,0.62446
10208,10504,0.133333333333333,0.1,1,1,-0.44,4,-0.39,0.62446
10176,10504,0.0857142857142857,0.333,1,1,0.33,4,0.2,0.73218
10036,10504,0.126582278481013,0.333,1,1,-0.12,5,-0.08,0.87544
10304,10504,0.142857142857143,0.1,1,1,-0.77,3,-0.39,0.46836
10226,10504,0.116279069767442,0.1,1,1,0.87,4,0.68,0.21349
10180,10504,0.178571428571429,0.333,1,1,-0.57,3,-0.29,0.60323
10125,10504,0.115384615384615,0.1,1,1,0,4,0,1.00001
10042,10504,0.104651162790698,0.1,1,1,-0.57,4,-0.29,0.49478
10014,10504,0.112359550561798,0.333,1,1,0.9,4,0.46,0.18037
10230,10504,0.113636363636364,0.5,1,1,-0.29,3,-0.15,0.84201
10028,10504,0.123287671232877,0.1,1,1,-0.23,7,-0.23,0.70988
10138,10504,0.109756097560976,0.1,1,1,0.89,3,0.53,0.35518
10167,10504,0.194029850746269,0.333,1,1,0.51,3,0.27,0.65571
10167,10504,0.194029850746269,0.333,1,1,0.51,3,0.27,0.65571
10008,10504,0.197530864197531,0.1,1,1,-0.29,4,-0.15,0.76257
10215,10504,0.101123595505618,0.5,1,1,-0.51,3,-0.26,0.65471
10103,10504,0.0851063829787234,1,1,2,-0.29,4,-0.16,0.76257
10103,10504,0.0851063829787234,1,1,2,-0.29,4,-0.16,0.76257
10066,10504,0.168674698795181,0.1,1,1,-0.49,4,-0.49,0.57839
10048,10504,0.151898734177215,0.1,1,1,-0.42,3,-0.21,0.76788
10123,10504,0.108433734939759,0.1,1,1,-0.16,4,-0.11,0.86719
10181,10504,0.115384615384615,0.1,1,1,0.23,4,0.15,0.8126
10056,10504,0.123595505617978,0.1,1,1,0.51,4,0.26,0.55191
10088,10504,0.141025641025641,0.1,1,1,0.22,4,0.22,0.82516
10023,10504,0.127659574468085,0.333,1,1,-0.81,3,-0.41,0.43957
10049,10504,0.160493827160494,0.1,1,1,-0.27,4,-0.13,0.78703
10049,10504,0.160493827160494,0.1,1,1,-0.27,4,-0.13,0.78703
10076,10504,0.101123595505618,0.1,1,1,0.15,3,0.15,0.90101
10096,10504,0.129032258064516,0.1,1,1,0.98,4,0.49,0.09691
10001,10504,0.119047619047619,0.1,1,1,0.99,3,0.52,0.17732
10058,10504,0.103448275862069,0.1,1,1,0.66,4,0.66,0.40191
10391,10504,0.138297872340426,0.333,1,1,0.96,3,0.57,0.26362
10048,10507,0.03125,0.3,1,1,-0.09,52,-0.05,0.91741
10289,10507,0.0615384615384615,0.3,1,1,0.46,3,0.46,0.7319
10160,10507,0.0338983050847458,1,1,2,-0.21,59,-0.11,0.77492
10098,10507,0.027027027027027,0.3,2,2,-0.02,51,-0.01,0.98292
10069,10507,0.0416666666666667,0.3,1,1,-0.31,23,-0.25,0.57752
10489,10507,0.03,0.3,1,2,0.19,6,0.1,0.77134
10489,10507,0.03,0.3,1,2,0.07,88,0.05,0.95608
10167,10507,0.0185185185185185,0.3,1,1,-0.41,25,-0.32,0.41739
10101,10507,0.0317460317460317,0.3,1,1,0.1,3,0.07,0.91702
10101,10507,0.0317460317460317,0.3,1,1,0.02,8,0.01,0.97546
10273,10507,0.0597014925373134,0.462,2,2,-0.37,22,-0.29,0.48488
10047,10507,0.0394736842105263,0.3,1,1,1,3,0.5,0.11542
10056,10507,0.0563380281690141,0.3,1,1,-0.04,21,-0.02,0.93907
10293,10507,0.05,0.3,1,2,-0.2,29,-0.18,0.74116
10293,10507,0.05,0.3,1,2,0.13,3,0.11,0.90651
10293,10507,0.05,0.3,1,2,0.3,18,0.28,0.58704
10293,10507,0.05,0.3,1,2,-0.12,33,-0.06,0.86633
10232,10507,0.0140845070422535,0.3,1,1,1,4,0.5,0.03147
10198,10507,0.0428571428571429,0.3,1,1,-0.1,33,-0.08,0.88308
10011,10507,0.0303030303030303,0.3,1,1,0.98,3,0.86,0.21501
10011,10507,0.0303030303030303,0.3,1,1,0.22,50,0.21,0.74713
10049,10507,0.078125,0.3,1,1,0.86,7,0.43,0.08131
10050,10507,0.0540540540540541,0.3,1,1,-0.5,3,-0.25,0.66237
10181,10507,0.0508474576271186,1,1,1,-0.18,6,-0.12,0.78779
10147,10507,0.0166666666666667,0.3,1,1,-0.37,4,-0.24,0.69315
10238,10507,0.0294117647058824,1,1,2,0.02,93,0.01,0.9909
10051,10507,0.0348837209302326,0.3,1,1,-0.14,40,-0.08,0.84989
10226,10507,0.0597014925373134,0.3,1,1,-0.35,6,-0.33,0.59868
10259,10507,0.0526315789473684,0.667,1,1,0.44,6,0.41,0.50818
10259,10507,0.0526315789473684,0.667,1,1,0.99,3,0.99,0.18284
10275,10507,0.1,0.3,1,2,-0.35,14,-0.35,0.52919
10275,10507,0.1,0.3,1,2,-0.02,90,-0.02,0.99062
10275,10507,0.1,0.3,1,2,0.11,14,0.07,0.83123
10279,10507,0.08,0.3,1,2,-0.75,6,-0.47,0.197
10459,10507,0.024390243902439,1,1,1,0.63,27,0.57,0.11225
10459,10507,0.024390243902439,1,1,1,0.75,27,0.69,0.02869
10237,10507,0.04,1,1,1,-0.2,8,-0.18,0.72511
10237,10507,0.04,1,1,1,-0.16,28,-0.14,0.80588
10016,10507,0.0617283950617284,0.3,1,1,0.29,4,0.29,0.76416
10219,10507,0.075,0.3,1,2,0.26,29,0.21,0.66021
10219,10507,0.075,0.3,1,2,-0.26,16,-0.24,0.64327
10219,10507,0.075,0.3,1,2,0.31,35,0.27,0.58417
10138,10507,0.0153846153846154,0.3,1,1,0.35,4,0.22,0.71207
10250,10507,0.0649350649350649,0.3,1,1,0.48,22,0.25,0.31902
10250,10507,0.0649350649350649,0.3,1,1,0.44,7,0.34,0.48771
10250,10507,0.0649350649350649,0.3,1,1,0.11,14,0.1,0.83509
10250,10507,0.0649350649350649,0.3,1,1,0.28,8,0.23,0.63995
10250,10507,0.0649350649350649,0.3,1,1,-0.03,43,-0.03,0.97306
10250,10507,0.0649350649350649,0.3,1,1,-0.09,4,-0.08,0.92038
10129,10507,0.0416666666666667,0.3,1,1,0.82,6,0.53,0.13579
10026,10507,0.0821917808219178,0.3,1,1,0.2,16,0.11,0.72016
10042,10507,0.0447761194029851,0.3,1,1,-0.32,5,-0.16,0.66769
10120,10507,0.0240963855421687,0.3,1,1,0.12,50,0.1,0.88301
10223,10507,0.0185185185185185,0.3,2,2,0.03,51,0.02,0.97566
10452,10507,0.0204081632653061,1,1,1,-0.26,10,-0.22,0.65081
10177,10507,0.0597014925373134,0.3,1,1,0.46,6,0.31,0.48403
10028,10507,0.0363636363636364,0.3,1,1,-0.34,6,-0.32,0.60717
10415,10507,0.0784313725490196,0.3,1,1,-0.14,39,-0.12,0.84731
10415,10507,0.0784313725490196,0.3,1,1,-0.25,5,-0.2,0.7465
10029,10507,0.0192307692307692,0.3,1,1,-0.2,8,-0.17,0.73104
